gene_id,median_normal,median_tumor,shapiro_norm_pval,shapiro_tumor_pval,conj_shapiro,mannwhitney_pval,medians_equal_mw,wilcoxon_pval,medians_equal_wilcoxon,conj_tests
ENSG00000215895,1.8321,0.0223,3.8299662484890603e-10,1.175314718051316e-43,False,9.021454138329619e-99,False,,False,False
ENSG00000216740,0.5939,0.0682,2.2730374278325274e-14,1.9181591868847704e-36,False,1.7353742974723345e-58,False,,False,False
ENSG00000216802,0.3393,0.0,8.05880207332617e-27,1.5556506088234433e-38,False,1.5748456467179787e-81,False,,False,False
ENSG00000217027,17.5652,0.4121,2.7431955047566162e-11,6.923455851224198e-33,False,2.2484967450629727e-97,False,,False,False
ENSG00000217624,2.877,0.1877,7.002614701372567e-25,1.364351661894199e-38,False,1.371016453182275e-95,False,,False,False
ENSG00000217643,1.5624,3.013,3.217956949496532e-16,1.886212725654213e-18,False,5.86527963299578e-12,False,,False,False
ENSG00000217648,5.8491,1.535,9.853130649919878e-05,2.389524014300354e-23,False,3.430928374591484e-88,False,,False,False
ENSG00000217835,0.9438,0.0,2.217559355526834e-21,4.91218009683977e-40,False,5.477878971123717e-111,False,,False,False
ENSG00000218027,0.4257,0.1369,7.049686519661852e-17,3.7477524233736054e-30,False,8.101454962974245e-35,False,,False,False
ENSG00000218226,0.5479,0.1661,1.396292476719468e-26,3.3057414451264924e-35,False,1.644355728268115e-43,False,,False,False
ENSG00000218283,78.4366,18.5,3.809076427211627e-05,2.8658806678209153e-19,False,1.3619745674922518e-94,False,,False,False
ENSG00000218502,5.518,0.1123,1.2244316523224367e-07,6.773152738905244e-41,False,1.4599705589752228e-99,False,,False,False
ENSG00000218682,0.1511,0.0,2.5010126130299066e-22,2.9432931759401778e-40,False,4.996057017924021e-17,False,,False,False
ENSG00000218857,0.0735,0.0,9.286067867152465e-22,4.3367544476745095e-47,False,2.4620037451387523e-61,False,,False,False
ENSG00000218902,0.6636,0.0,4.176355075454666e-12,4.142550053900225e-44,False,1.1026151646394769e-82,False,,False,False
ENSG00000219163,0.3085,0.0,1.2535268200959681e-26,2.8197328965458174e-43,False,4.255257704162689e-87,False,,False,False
ENSG00000220305,0.3907,0.1449,8.85696929572513e-28,2.801391385881801e-40,False,1.2260140645919233e-29,False,,False,False
ENSG00000220494,0.0596,0.0284,2.9274896385680004e-15,3.1391254291252395e-45,False,1.0279371585160098e-05,False,,False,False
ENSG00000220517,0.1533,0.0,6.525342932371119e-16,1.0429450991351777e-50,False,7.154446028076799e-59,False,,False,False
ENSG00000221844,0.0,0.0,4.932657219261929e-24,1.0002420329544449e-43,False,5.524988603501358e-08,False,,False,False
ENSG00000221971,0.2067,0.0,1.6641703826631155e-17,4.2118599576225487e-47,False,1.3939144497006156e-105,False,,False,False
ENSG00000223529,4.7595,0.1969,4.8285443739474396e-14,2.0861312783393508e-26,False,2.254965309834286e-97,False,,False,False
ENSG00000223668,3.4707,0.0445,4.813319237840286e-12,1.576947147554421e-41,False,6.607937143146987e-98,False,,False,False
ENSG00000223825,4.8013,0.0967,0.024710626439113384,1.6621682292065458e-37,False,1.5621088559540226e-98,False,,False,False
ENSG00000223886,3.2038,0.35,1.4004560985795522e-11,5.142723082551459e-43,False,5.434886870058789e-92,False,,False,False
ENSG00000223984,0.321,0.0,4.86845313146716e-24,1.1620548852178598e-39,False,2.1698746746047106e-101,False,,False,False
ENSG00000224003,0.4578,0.4368,7.385685042923224e-26,7.95460018793122e-26,False,0.32348197674612555,True,,False,False
ENSG00000224136,0.0,0.0,1.416809076320311e-22,5.661731017995015e-48,False,0.0004354862399629067,False,,False,False
ENSG00000224172,0.3032,0.0,1.205280491781159e-15,4.578125157065821e-38,False,4.234526729523846e-83,False,,False,False
ENSG00000224208,0.7927,0.0716,2.6002469413974702e-17,1.7767449683602773e-37,False,5.234801759698984e-91,False,,False,False
ENSG00000224217,0.2468,0.0,2.5230405734208018e-24,1.8918011778850957e-52,False,3.2175108581078158e-108,False,,False,False
ENSG00000224236,0.0839,0.0,7.147379643637905e-14,7.968395024939456e-48,False,1.4143034563505933e-88,False,,False,False
ENSG00000224287,0.0282,0.1419,6.716189775833711e-21,1.1061143085357823e-27,False,1.5092737727288217e-23,False,,False,False
ENSG00000224324,0.9693,0.0,3.272021143267243e-26,4.8884723932159436e-43,False,9.502896943158878e-95,False,,False,False
ENSG00000224430,0.1386,0.1497,2.4520865940413977e-28,1.1972154497154384e-25,False,0.9578587511333657,True,,False,False
ENSG00000224543,18.9285,2.043,2.681583380628431e-09,5.654093548944339e-23,False,2.8641184957117704e-97,False,,False,False
ENSG00000224546,4.6736,0.4215,0.0014733682926876476,1.9230602699324646e-25,False,9.322950729766979e-97,False,,False,False
ENSG00000224566,0.3315,0.1155,1.3419918413719236e-26,2.1077729068933975e-35,False,1.4865352072161503e-19,False,,False,False
ENSG00000224680,1.3816,0.4283,1.171501506350874e-13,8.572775038518297e-23,False,2.8248767896919627e-61,False,,False,False
ENSG00000224727,0.4944,0.0653,3.56888327588531e-27,9.587806194618398e-34,False,7.526479827813733e-59,False,,False,False
ENSG00000224728,0.6398,0.3326,3.2487969625514294e-17,4.668194089238584e-25,False,1.3512764198697103e-25,False,,False,False
ENSG00000224773,0.6264,0.0146,1.907338429735601e-10,5.519218423009297e-39,False,2.0390563590384363e-102,False,,False,False
ENSG00000225125,4.7461,3.034,3.1506213106092966e-14,1.6027590930315767e-22,False,8.734346388159139e-16,False,,False,False
ENSG00000225131,7.7078,1.278,1.887267302229742e-09,3.8313796142318454e-48,False,4.957494894104301e-96,False,,False,False
ENSG00000225282,0.2907,0.0964,2.468172357872891e-26,4.113757589347762e-26,False,8.354899826866436e-31,False,,False,False
ENSG00000225385,0.197,0.1803,4.396586714204968e-21,1.0433713060737103e-28,False,0.5663099681054224,True,,False,False
ENSG00000225400,1.8931,5.35,2.762770676438259e-07,1.510442562295381e-15,False,4.253466360929211e-75,False,,False,False
ENSG00000225530,0.0387,0.0,1.1099403043280105e-22,3.363261291300195e-56,False,2.5792864148706484e-106,False,,False,False
ENSG00000225536,0.8428,0.0315,1.3568821044436285e-20,6.796837279348684e-42,False,8.234434522349226e-99,False,,False,False
ENSG00000225603,0.048,0.0,2.1181426787795087e-20,3.0268734943579975e-47,False,2.1816269674653988e-32,False,,False,False
ENSG00000225712,1.0188,0.0,2.3241926062257748e-10,1.7897285964019144e-47,False,9.126996765111867e-140,False,,False,False
ENSG00000226015,3.1619,0.7272,7.281615475177213e-10,8.48387033004415e-28,False,6.396892804435924e-95,False,,False,False
ENSG00000226057,0.0,0.0,9.356427516679053e-26,7.631963699127613e-52,False,4.8072494555159185e-15,False,,False,False
ENSG00000226121,0.3866,0.0555,1.159396784080039e-21,1.8011544050851552e-29,False,1.8252406665753858e-90,False,,False,False
ENSG00000226253,0.0,0.0,1.0312594179653404e-22,3.360983442602729e-48,False,0.020872705024476187,False,,False,False
ENSG00000226415,44.3991,1.951,8.472443197016541e-06,1.3351395866415548e-34,False,2.5358521409851313e-97,False,,False,False
ENSG00000226549,0.7424,0.0738,5.082899605505855e-12,2.5896029515829812e-39,False,3.609388615586571e-80,False,,False,False
ENSG00000226608,187.3755,6.27,3.419103518999079e-14,4.3058608956024337e-35,False,2.2565602325481565e-97,False,,False,False
ENSG00000226652,0.1509,0.0162,5.1283369132065895e-14,5.4967180275847086e-37,False,1.196995159674627e-49,False,,False,False
ENSG00000226666,1.4704,0.049,3.723512303186401e-11,1.933264251285275e-32,False,2.17607952227382e-97,False,,False,False
ENSG00000226745,0.3836,0.0895,5.958564855302248e-10,8.08853214522873e-32,False,2.3928370599556427e-50,False,,False,False
ENSG00000226783,0.0857,0.0,5.133551860425784e-14,2.0756381395271124e-47,False,2.459255494358149e-87,False,,False,False
ENSG00000226845,0.1487,0.0,2.007542522134148e-22,3.2940801518878753e-45,False,1.4413593627641004e-77,False,,False,False
ENSG00000226942,0.1336,0.0643,3.307386131722769e-25,1.0725546580598469e-29,False,1.9936884474736577e-15,False,,False,False
ENSG00000227141,0.7385,0.1596,7.66166457575982e-19,4.880540027584256e-30,False,8.794686806639202e-55,False,,False,False
ENSG00000227183,2.0898,0.0,1.282240791568096e-10,6.645978805047941e-42,False,2.329104080535997e-96,False,,False,False
ENSG00000227242,0.0942,0.0138,1.7995804883244232e-24,1.755971907586696e-39,False,1.0787996022830375e-47,False,,False,False
ENSG00000227329,0.4138,0.5498,1.3181134449569537e-26,2.0863832420566455e-33,False,0.000862831286324343,False,,False,False
ENSG00000227339,0.1327,0.0,2.9026962821301197e-18,2.317301095782989e-49,False,5.387094048279333e-110,False,,False,False
ENSG00000227491,0.0,0.0,1.7080743123106237e-25,4.4359110569141304e-54,False,7.040944204255629e-06,False,,False,False
ENSG00000227536,0.3963,0.0633,5.437265269634496e-27,1.591719982800535e-30,False,1.4137104675587578e-72,False,,False,False
ENSG00000227671,15.9383,4.774,1.7593396250387705e-10,8.625804129570262e-32,False,3.0159312360504495e-77,False,,False,False
ENSG00000227881,0.0,0.0,1.5986031881877192e-17,2.1367850360380222e-53,False,5.394597279254899e-40,False,,False,False
ENSG00000228002,0.3853,0.004,4.3585931477513253e-10,1.628100626813795e-42,False,4.797600768465957e-105,False,,False,False
ENSG00000228041,0.0,0.0,1.9656959308295757e-21,4.625192993272471e-56,False,1.715263111624495e-75,False,,False,False
ENSG00000228056,0.7756,0.0,1.4424853379215929e-24,1.880801754863083e-47,False,1.580096227690844e-134,False,,False,False
ENSG00000228196,0.2395,0.0,1.7300782775911438e-11,6.717087561605324e-47,False,6.616441784551487e-105,False,,False,False
ENSG00000228212,0.0775,0.018,3.9550629540425814e-27,1.9428222357210743e-40,False,9.920151514372502e-48,False,,False,False
ENSG00000228218,3.1758,0.1804,1.6990368497347468e-24,9.911090392201058e-40,False,5.864961563112996e-97,False,,False,False
ENSG00000228415,1.2405,0.2307,2.4383304640599306e-26,7.072909569278782e-31,False,2.626616077857265e-58,False,,False,False
ENSG00000228492,0.874,1.012,3.969349083830761e-23,5.52795587408428e-25,False,0.03674935714272658,False,,False,False
ENSG00000228499,17.9341,0.2344,3.202353868465097e-08,1.2974745587386525e-36,False,5.807940234391474e-101,False,,False,False
ENSG00000228502,25.3914,0.4809,2.4834033249642494e-17,4.330502122182111e-50,False,2.820943194078016e-97,False,,False,False
ENSG00000228519,5.9314,0.2616,4.567448472822351e-16,1.4013892601502606e-29,False,2.4942926659837934e-97,False,,False,False
ENSG00000228612,0.2322,0.0,2.862511012839698e-16,8.418002054695137e-54,False,2.4309770581674783e-155,False,,False,False
ENSG00000228638,0.0,6.016,1.0,3.375673375946025e-14,False,1.1615982784837168e-97,False,,False,False
ENSG00000228663,0.4378,0.2432,1.4230631457825397e-27,7.61754126758405e-41,False,1.7904575803364447e-12,False,,False,False
ENSG00000228834,7.9881,0.1151,9.895124871380481e-11,2.244307832921979e-34,False,1.4157370505765941e-101,False,,False,False
ENSG00000228887,6.8253,0.2876,1.7232321294187335e-07,4.598374473725882e-38,False,2.471193779054537e-97,False,,False,False
ENSG00000228974,1.2869,0.0,7.678051116460834e-18,1.0857704096556422e-46,False,1.299166190715561e-127,False,,False,False
ENSG00000229007,0.256,0.1956,3.1622332908382285e-22,1.2159437296949367e-29,False,0.17314015529901738,True,,False,False
ENSG00000229023,0.3987,0.0,2.5594723904926527e-26,1.5100859233085768e-45,False,3.4681205601332057e-99,False,,False,False
ENSG00000229091,0.2537,0.0,3.0367521209525964e-05,1.736669683799209e-48,False,3.6138332593622673e-128,False,,False,False
ENSG00000229097,15.6286,1.329,1.0466712506816766e-07,1.472518217795489e-28,False,3.153717485080797e-97,False,,False,False
ENSG00000229207,0.2974,0.0,2.5243012959061397e-20,4.801836330881117e-44,False,1.2232946212106595e-104,False,,False,False
ENSG00000229358,5.0626,2.739,1.44467062508955e-16,3.512777381459064e-11,False,9.23328540154012e-44,False,,False,False
ENSG00000229456,0.0455,0.0,4.104646870445427e-28,1.7574046946213786e-41,False,1.036576684766779e-09,False,,False,False
ENSG00000229598,0.9963,0.4422,5.014218436745279e-19,1.3241113525505854e-33,False,2.693214818134426e-38,False,,False,False
ENSG00000229695,0.0,0.0,2.949123730962878e-25,2.1510674018146063e-52,False,0.0008201211781021506,False,,False,False
ENSG00000229759,0.2411,0.162,1.8513441745341475e-15,4.206804947860892e-36,False,0.007786766481417814,False,,False,False
ENSG00000229816,0.3389,0.108,3.2564201857812736e-27,5.484407954561691e-28,False,8.516918618182083e-55,False,,False,False
ENSG00000229835,0.5742,0.0,1.1184961244259998e-25,7.615422497496721e-45,False,1.7498990444354232e-122,False,,False,False
ENSG00000229932,6.0518,0.3825,0.0017248304137721297,3.966355412639268e-36,False,1.07032653550135e-96,False,,False,False
ENSG00000230067,0.7121,0.0362,4.339644181242063e-20,1.3964500802274752e-37,False,3.780070974750655e-96,False,,False,False
ENSG00000230183,0.2114,0.1158,2.1462630652434871e-26,7.819010403319491e-33,False,1.800811393399852e-14,False,,False,False
ENSG00000230225,0.0,0.0,1.1920786753219024e-27,6.6435729898009676e-49,False,0.43884700920620334,True,,False,False
ENSG00000230306,1.6176,0.271,2.8416087943081232e-14,6.4044441362463415e-31,False,1.1885649993885976e-80,False,,False,False
ENSG00000230360,0.0647,0.0,2.700812006962136e-22,1.6631040521580555e-49,False,4.2404423206269636e-90,False,,False,False
ENSG00000230482,0.1778,0.0,1.1845269063669831e-27,3.0963208631012517e-43,False,7.1133839598473234e-34,False,,False,False
ENSG00000230673,0.0,0.3978,1.0,2.006907187322637e-32,False,5.197782958876178e-91,False,,False,False
ENSG00000230701,0.3929,0.5008,2.1943071982153192e-27,2.033389870989134e-39,False,0.00017306516788123734,False,,False,False
ENSG00000230832,0.3127,0.0,6.320515382291879e-25,1.0247940188873548e-47,False,3.2282403529357455e-99,False,,False,False
ENSG00000230870,1.0022,0.3629,2.865953110842233e-15,6.917076738251528e-23,False,6.203913358806259e-64,False,,False,False
ENSG00000230882,0.1129,0.4289,4.902269785327687e-26,3.781870127885002e-36,False,1.742852588239451e-36,False,,False,False
ENSG00000230964,0.0,0.0,6.692235438298107e-20,1.4339717212799176e-53,False,3.4590815786212945e-29,False,,False,False
ENSG00000230982,4.1618,1.512,1.4240337924485828e-18,1.8437826239769796e-22,False,6.351961187182247e-50,False,,False,False
ENSG00000230986,0.0,0.0,2.9464100716753607e-28,9.636834495121189e-54,False,5.3541339424048846e-05,False,,False,False
ENSG00000231007,1.3601,1.136,6.729273388272769e-12,3.395400731641476e-20,False,0.0008083299882074862,False,,False,False
ENSG00000231158,0.1353,0.1298,1.3386043361199177e-18,1.6578090907158182e-28,False,0.09986767692409083,True,,False,False
ENSG00000231234,0.0,1.215,5.06830312584332e-25,1.1054152594854796e-31,False,5.992996265151711e-97,False,,False,False
ENSG00000231245,0.5672,0.2777,1.3174662456976476e-19,1.0233662214871141e-38,False,1.8637565290667906e-10,False,,False,False
ENSG00000231381,0.4741,0.1785,3.058864781646471e-17,9.112448706681098e-29,False,2.9013131958671212e-36,False,,False,False
ENSG00000231395,0.2592,0.0475,1.5130209440592115e-25,1.7994820677320506e-37,False,2.2379909825439745e-25,False,,False,False
ENSG00000231443,1.2547,1.023,9.500162046561348e-17,2.1561378215815113e-33,False,0.0006031382566557228,False,,False,False
ENSG00000231445,0.0,0.1217,1.0,6.78552820479793e-37,False,8.242664229051749e-40,False,,False,False
ENSG00000231466,0.4342,0.3723,2.497722348469199e-23,3.660006788967644e-34,False,0.0011536507496045828,False,,False,False
ENSG00000231480,0.0,0.0,7.96142761859619e-27,1.0,False,2.3221921627779657e-09,False,,False,False
ENSG00000231503,5.9827,0.0,2.467456183874869e-12,9.820168091003368e-58,False,3.452891165734901e-254,False,,False,False
ENSG00000231564,0.3479,0.0,1.24475138098227e-25,6.32063987078916e-52,False,2.1029305291239794e-94,False,,False,False
ENSG00000231707,0.9348,0.0,3.486711730366046e-25,9.634813568488773e-47,False,1.9100209342558296e-126,False,,False,False
ENSG00000231839,0.0,0.0,9.094404431718136e-24,3.9809800817989826e-56,False,7.089511641790605e-13,False,,False,False
ENSG00000232004,1.767,0.093,8.365308780007493e-22,5.980752309413391e-30,False,6.217424693188265e-97,False,,False,False
ENSG00000232075,0.6387,0.2348,2.309598869703394e-13,1.9182101421048066e-32,False,2.5662621753017374e-34,False,,False,False
ENSG00000232368,24.7537,0.5002,6.562031560326845e-15,9.342335033369266e-30,False,2.2564652227110482e-97,False,,False,False
ENSG00000232400,0.0411,0.0,9.671103845424905e-11,1.8274268154652345e-51,False,4.801329756469026e-83,False,,False,False
ENSG00000232457,0.1863,0.1876,1.3316791843835063e-26,2.555828795913463e-29,False,0.4830370697180285,True,,False,False
ENSG00000232587,1.967,0.0442,5.665872464316675e-18,8.599225837512364e-41,False,4.066385910087978e-98,False,,False,False
ENSG00000232630,5.1873,1.818,7.316284334047146e-09,4.6418349694490175e-30,False,1.980407531591122e-65,False,,False,False
ENSG00000232928,0.0599,0.0593,3.7054578813124525e-28,1.1061747544466877e-29,False,0.8799574092231565,True,,False,False
ENSG00000232952,0.7777,0.0372,7.571254873690769e-09,3.1624410440743938e-40,False,8.854139787478307e-95,False,,False,False
ENSG00000232992,0.0601,0.0,3.955061395645176e-14,1.5479293298177308e-51,False,1.659948108994989e-76,False,,False,False
ENSG00000233012,0.087,0.046,9.906593223550573e-28,4.104123704333312e-32,False,2.3232949991596084e-13,False,,False,False
ENSG00000233111,4.2212,0.0922,0.0001223728509969765,9.400340008073038e-34,False,6.894678115438477e-99,False,,False,False
ENSG00000233155,1.6397,0.3233,2.7636167823206027e-16,2.1735619894367185e-42,False,3.8942186194894954e-64,False,,False,False
ENSG00000233264,0.3867,0.1041,2.594280064391874e-25,1.4027243430513521e-36,False,2.9004031916079847e-38,False,,False,False
ENSG00000233313,0.0,0.0,1.0,1.795140558890888e-51,False,1.1933653280483548e-05,False,,False,False
