gene_id,median_normal,median_tumor,shapiro_norm_pval,shapiro_tumor_pval,conj_shapiro,mannwhitney_pval,medians_equal_mw,wilcoxon_pval,medians_equal_wilcoxon,conj_tests
124,0.0277,0.8428,1.232059953003192e-52,1.3568821044436285e-20,False,5.7908662547103426e-108,False,,False,False
125,0.0,0.048,1.6786358882250623e-60,2.1181426787795087e-20,False,1.03337491173958e-32,False,,False,False
126,0.0,1.0188,3.124770312807599e-61,2.3241926062257748e-10,False,2.1166896340913757e-172,False,,False,False
127,0.6639,3.1619,2.1547496899252006e-36,7.281615475177213e-10,False,2.9813969193704597e-102,False,,False,False
128,0.0,0.0,3.575409482015304e-65,9.356427516679053e-26,False,6.454791651536113e-14,False,,False,False
129,0.051,0.3866,7.735078593609704e-41,1.159396784080039e-21,False,2.4448088549854828e-98,False,,False,False
130,0.0,0.0,5.361349968910534e-62,1.0312594179653404e-22,False,0.029292719680168354,False,,False,False
131,1.611,44.3991,1.3147241144851834e-46,8.472443197016541e-06,False,8.093683276156696e-105,False,,False,False
132,0.0774,0.7424,3.8743991297555753e-53,5.082899605505855e-12,False,1.0550115499046862e-82,False,,False,False
133,6.39,187.3755,1.5308000106789526e-45,3.419103518999079e-14,False,7.600491139286888e-105,False,,False,False
134,0.0255,0.1509,3.666691735021144e-49,5.128336913206591e-14,False,3.8231615897903645e-48,False,,False,False
135,0.0434,1.4704,2.984088452524068e-43,3.723512303186401e-11,False,4.051592279354721e-105,False,,False,False
136,0.0855,0.3836,5.534402423393631e-47,5.958564855302246e-10,False,2.464545905877743e-53,False,,False,False
137,0.0,0.0857,3.089798740977089e-62,5.133551860425784e-14,False,1.1285339501243633e-111,False,,False,False
138,0.0,0.1487,3.0745858967405768e-59,2.007542522134148e-22,False,3.8767068934052955e-93,False,,False,False
139,0.0662,0.1336,5.539645956468008e-46,3.307386131722769e-25,False,7.487270258526514e-15,False,,False,False
140,0.1452,0.7385,2.4604416774998903e-45,7.66166457575982e-19,False,3.200944280295474e-57,False,,False,False
141,0.0,2.0898,1.1891264016375536e-54,1.282240791568096e-10,False,1.660339364451082e-110,False,,False,False
142,0.015,0.0942,5.50067603826427e-51,1.7995804883244232e-24,False,4.115485290869648e-48,False,,False,False
143,0.4469,0.4138,1.9295640462942277e-44,1.3181134449569537e-26,False,0.026488730409043974,False,,False,False
144,0.0,0.1327,8.027968797537571e-62,2.9026962821301197e-18,False,2.1872951975072386e-131,False,,False,False
145,0.0,0.0,1.4421664463611387e-68,1.7080743123106237e-25,False,4.575716039557254e-08,False,,False,False
146,0.0552,0.3963,2.0655965647782776e-43,5.437265269634496e-27,False,1.3132722500662217e-81,False,,False,False
147,4.608,15.9383,9.307831073405202e-41,1.7593396250387705e-10,False,8.895831282547899e-83,False,,False,False
148,0.0,0.0,1.5821398958949683e-67,1.5986031881877192e-17,False,3.9724894281517276e-52,False,,False,False
149,0.0,0.3853,1.0380963031150205e-53,4.3585931477513253e-10,False,3.4472482619829474e-117,False,,False,False
150,0.0,0.0,1.030064289791668e-70,1.9656959308295757e-21,False,9.179745939341673e-120,False,,False,False
151,0.0,0.7756,3.6426945198719797e-62,1.4424853379215929e-24,False,7.232669002310276e-170,False,,False,False
152,0.0,0.2395,1.2474977515497727e-60,1.7300782775911435e-11,False,2.1533146455059393e-128,False,,False,False
153,0.0171,0.0775,5.313552177736379e-53,3.9550629540425814e-27,False,1.2090216610408782e-52,False,,False,False
154,0.1698,3.1758,1.2081904785850908e-49,1.6990368497347468e-24,False,1.7170330590602473e-104,False,,False,False
155,0.2406,1.2405,2.673773172260967e-40,2.4383304640599306e-26,False,5.962278103145896e-61,False,,False,False
156,0.9544,0.874,1.7666051702978955e-34,3.969349083830761e-23,False,0.2555720877031189,True,,False,False
157,0.2067,17.9341,8.798303319910836e-49,3.2023538684650975e-08,False,2.1614163290626137e-110,False,,False,False
158,0.5164,25.3914,1.2821445203282667e-63,2.4834033249642487e-17,False,1.060875887605261e-104,False,,False,False
159,0.2415,5.9314,2.8291650805038134e-40,4.567448472822351e-16,False,8.34686198508936e-105,False,,False,False
160,0.0,0.2322,3.764120467346875e-67,2.8625110128396985e-16,False,1.4677263454360093e-191,False,,False,False
161,5.84,0.0,5.31516160181683e-22,1.0,False,6.7977148319158554e-105,False,,False,False
162,0.2217,0.4378,2.785940585523124e-51,1.4230631457825397e-27,False,7.46846617721989e-16,False,,False,False
163,0.1023,7.9881,9.594873813431212e-46,9.895124871380481e-11,False,4.377036785691934e-111,False,,False,False
164,0.2841,6.8253,1.039867906040793e-44,1.7232321294187335e-07,False,7.978982429475071e-105,False,,False,False
165,0.0,1.2869,6.488773234568113e-61,7.678051116460834e-18,False,2.8742089359359228e-148,False,,False,False
166,0.1783,0.256,3.866199344158332e-40,3.1622332908382285e-22,False,0.027959501433572648,False,,False,False
167,0.0,0.3987,1.5409233597652251e-58,2.5594723904926527e-26,False,6.679158956195843e-115,False,,False,False
168,0.0,0.2537,8.163229446441655e-62,3.0367521209525964e-05,False,2.501935150823407e-159,False,,False,False
169,1.249,15.6286,1.81622135452118e-39,1.0466712506816766e-07,False,1.1020689017961418e-104,False,,False,False
170,0.0,0.2974,1.25923656813074e-56,2.5243012959061397e-20,False,6.425497802241985e-119,False,,False,False
171,2.564,5.0626,1.2126029224514388e-28,1.4446706250895497e-16,False,4.15987547337276e-51,False,,False,False
172,0.0098,0.0455,1.248518014200143e-52,4.104646870445428e-28,False,8.795974467908543e-11,False,,False,False
173,0.4189,0.9963,6.984313009095308e-49,5.014218436745279e-19,False,7.020396216052678e-42,False,,False,False
174,0.0,0.0,1.9981197671721663e-66,2.949123730962878e-25,False,6.128577502551387e-05,False,,False,False
175,0.1533,0.2411,6.908202989963183e-49,1.8513441745341475e-15,False,0.0016617660714639056,False,,False,False
176,0.1021,0.3389,1.6308012770520774e-38,3.2564201857812736e-27,False,6.89854060829048e-61,False,,False,False
177,0.0,0.5742,1.363474279277412e-58,1.1184961244259998e-25,False,4.630376618688715e-143,False,,False,False
178,0.3494,6.0518,5.114802350002876e-47,0.0017248304137721297,False,3.1903063588262145e-104,False,,False,False
179,0.0428,0.7121,1.3401130328697884e-49,4.339644181242063e-20,False,5.227766522938231e-102,False,,False,False
180,0.114,0.2114,1.4953751863043354e-44,2.1462630652434871e-26,False,6.339514653735067e-15,False,,False,False
181,0.0,0.0,8.915573860995683e-62,1.192078675321902e-27,False,0.2943439535659671,True,,False,False
182,0.2716,1.6176,3.635720212860507e-40,2.8416087943081232e-14,False,9.046454452975991e-87,False,,False,False
183,0.0,0.0647,7.981617060686819e-63,2.700812006962136e-22,False,1.2954190787433847e-109,False,,False,False
184,0.0,0.1778,7.382341103264541e-57,1.1845269063669831e-27,False,9.015962485484845e-36,False,,False,False
185,0.384,0.0,8.211463116970317e-45,1.0,False,1.2101764160510728e-94,False,,False,False
186,0.4724,0.3929,9.602700057671581e-55,2.1943071982153192e-27,False,0.0033070392862579786,False,,False,False
187,0.0,0.3127,5.441566542545757e-60,6.320515382291879e-25,False,5.029915401237136e-111,False,,False,False
188,0.3372,1.0022,4.997987072616224e-34,2.865953110842233e-15,False,7.157562608345799e-71,False,,False,False
189,0.4351,0.1129,1.572476111056541e-54,4.902269785327687e-26,False,3.6172521420370006e-35,False,,False,False
190,0.0,0.0,2.0741197607645977e-68,6.692235438298107e-20,False,3.365726741634494e-35,False,,False,False
191,1.559,4.1618,1.8177396194742637e-37,1.4240337924485828e-18,False,1.6996114697091402e-50,False,,False,False
192,0.0,0.0,4.438102699081689e-69,2.9464100716753607e-28,False,1.523456649621968e-05,False,,False,False
193,0.8923,1.3601,1.5150477670193502e-35,6.729273388272769e-12,False,3.025461923057428e-10,False,,False,False
194,0.1291,0.1353,2.448680135984155e-41,1.3386043361199177e-18,False,0.06632538113400865,True,,False,False
195,1.275,0.0,1.520332317529258e-41,5.06830312584332e-25,False,3.9307400222167615e-104,False,,False,False
196,0.2689,0.5672,3.3912165639514805e-51,1.3174662456976476e-19,False,3.0267045883152186e-12,False,,False,False
197,0.1534,0.4741,5.417430206095754e-42,3.058864781646471e-17,False,6.529768184051293e-46,False,,False,False
198,0.0,0.2592,1.21527566146367e-51,1.5130209440592115e-25,False,1.6098881824373057e-32,False,,False,False
199,1.035,1.2547,4.588464371276215e-44,9.500162046561348e-17,False,0.0012308152399927192,False,,False,False
200,0.0,0.0,4.707641791841435e-57,1.0,False,1.4420532288530657e-22,False,,False,False
201,0.3274,0.4342,2.3885126992282055e-46,2.497722348469199e-23,False,4.4173247972161137e-07,False,,False,False
202,0.0,0.0,7.131732536648883e-73,7.96142761859619e-27,False,1.1100380439643022e-12,False,,False,False
203,0.0,5.9827,7.32054510005385e-73,2.467456183874869e-12,False,0.0,False,,False,False
204,0.0,0.3479,1.0522671083097496e-66,1.24475138098227e-25,False,7.029703373755011e-135,False,,False,False
205,0.0,0.9348,5.796446066624318e-59,3.486711730366046e-25,False,3.610857908903449e-145,False,,False,False
206,0.0,0.0,5.463496171743723e-71,9.094404431718136e-24,False,4.8294758602332684e-18,False,,False,False
207,0.0881,1.767,3.149745587511647e-38,8.365308780007493e-22,False,1.8912446877844612e-104,False,,False,False
208,0.2393,0.6387,3.236124807768599e-42,2.309598869703394e-13,False,5.558833785119761e-35,False,,False,False
209,0.5143,24.7537,1.7062532129488123e-41,6.562031560326845e-15,False,7.600403634254147e-105,False,,False,False
210,0.0,0.0411,5.572148793531734e-66,9.671103845424905e-11,False,8.176684965879958e-109,False,,False,False
211,0.1747,0.1863,2.083690385378658e-46,1.3316791843835063e-26,False,0.8879241798625552,True,,False,False
212,0.0415,1.967,2.6225961460020065e-50,5.665872464316675e-18,False,5.180492309073631e-106,False,,False,False
213,1.733,5.1873,6.678842219540962e-41,7.3162843340471465e-09,False,1.714953155806236e-70,False,,False,False
214,0.0561,0.0599,4.764593566265164e-40,3.7054578813124525e-28,False,0.5697082164126572,True,,False,False
215,0.0357,0.7777,9.524110408090656e-52,7.571254873690769e-09,False,2.724677436406627e-103,False,,False,False
216,0.0,0.0601,3.157812259941053e-67,3.955061395645176e-14,False,6.474347698822585e-121,False,,False,False
217,0.0396,0.087,1.1241124219883372e-43,9.906593223550573e-28,False,1.5925898385788782e-19,False,,False,False
218,0.0767,4.2212,1.453699497614097e-46,0.0001223728509969765,False,1.5043813865465124e-107,False,,False,False
219,0.301,1.6397,6.0810393682751414e-55,2.7636167823206027e-16,False,8.05252523836435e-68,False,,False,False
220,0.1031,0.3867,3.001178970285764e-49,2.594280064391874e-25,False,5.257062436254914e-41,False,,False,False
221,0.0,0.0,3.609541134002954e-64,1.0,False,3.0176523425674247e-07,False,,False,False
222,0.1597,15.6904,1.143212058037154e-47,3.623825859867665e-05,False,1.806844895239744e-105,False,,False,False
223,0.0,0.1936,1.6100701725028962e-65,3.468805361421897e-26,False,8.842178591619416e-194,False,,False,False
224,0.0,0.1392,5.055466470744693e-65,1.9736241124557226e-09,False,6.666522711488416e-133,False,,False,False
225,0.0,0.0,1.0753059550539396e-71,8.314956394407163e-28,False,1.1393825321501134e-08,False,,False,False
226,0.9021,1.5591,9.308099046904433e-47,2.4071777076168307e-18,False,1.7357662359089774e-21,False,,False,False
227,0.1379,1.5141,1.3816834577723836e-55,3.474235904580772e-18,False,7.717660694702629e-92,False,,False,False
228,1.355,0.3642,6.316616620522918e-32,9.514517076140552e-23,False,1.0492659199605706e-44,False,,False,False
229,0.5477,13.8291,3.5589278993174197e-45,1.7086844797077522e-09,False,1.9277874094304847e-104,False,,False,False
230,0.2514,0.5057,3.512219903790277e-47,3.255196428198308e-17,False,2.3836190981599616e-20,False,,False,False
231,0.0829,1.8887,1.8810728448048152e-47,9.035439984801535e-09,False,5.54310115937665e-106,False,,False,False
232,0.344,7.6863,1.6205923476152256e-43,1.1619448937277445e-10,False,7.189699844590935e-105,False,,False,False
233,0.1057,3.4826,4.811799868808566e-49,4.724127799082145e-13,False,8.247682201586191e-105,False,,False,False
234,0.0517,0.7795,1.5090500330859924e-47,1.5907599340094748e-20,False,5.0201533638268717e-107,False,,False,False
235,6.241,4.0392,1.7229506746808268e-23,4.330652175042879e-15,False,5.599348165021916e-17,False,,False,False
236,5.734,58.9584,1.930115873311888e-51,5.065891914686955e-12,False,4.782414405648197e-104,False,,False,False
237,0.0,0.0,1.1628560168238642e-56,6.373685824731255e-21,False,0.0001757987026704371,False,,False,False
238,0.1333,7.4144,1.3274215011000245e-43,3.104492703916098e-08,False,5.666309084119009e-105,False,,False,False
239,0.974,31.1726,9.929329327957516e-46,3.3088434739628664e-12,False,7.641992093738799e-105,False,,False,False
240,0.0845,2.1836,1.595097933251868e-62,6.470872684805353e-13,False,1.4007571847085518e-102,False,,False,False
241,0.0565,0.1404,5.914394555244176e-51,5.331103484313811e-25,False,4.2467584529361615e-13,False,,False,False
242,0.0,0.262,3.86458699131871e-66,6.28662674553067e-26,False,8.71334594370534e-189,False,,False,False
243,3.888,0.0,5.546320906788903e-27,1.0,False,6.797797723617114e-105,False,,False,False
244,0.2471,3.2701,1.1112792090150355e-35,1.0937797361265784e-21,False,7.647754923402342e-105,False,,False,False
245,0.0,0.274,7.593308124272911e-65,4.43316977884382e-24,False,1.268998859726467e-145,False,,False,False
246,0.0,1.2908,1.4314540750069465e-51,2.019558913927877e-15,False,2.394683025116935e-106,False,,False,False
247,0.0,0.0,4.478580152955858e-66,8.55169466138224e-22,False,7.169697863038862e-08,False,,False,False
248,1.564,1.5148,3.940661447099896e-30,1.0165594879129072e-19,False,0.5678933165718085,True,,False,False
249,0.4174,3.6755,4.5200443476014114e-48,9.359963231873726e-19,False,8.009569400400094e-98,False,,False,False
250,0.0,0.1444,4.3799079985069807e-57,7.337468928696099e-16,False,1.686581998719913e-79,False,,False,False
251,0.0,0.0,7.7750929585071e-66,1.0504760416139917e-27,False,5.066265870337633e-11,False,,False,False
252,0.1635,0.1927,6.568724174999409e-54,3.355305095373397e-28,False,0.10382081910129598,True,,False,False
